time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-13T07:21:53.883Z,6.7854,-73.0766,155.374,4.6,mb,89,94,0.887,0.66,us,us7000j430,2023-01-28T08:41:46.040Z,"6 km NNE of Jordán, Colombia",earthquake,3.4,8.036,0.062,77,reviewed,us,us
2023-01-13T07:06:48.090Z,11.1215,144.1738,10,4.6,mb,27,140,2.545,0.8,us,us7000j5ui,2023-01-28T08:35:23.040Z,"south of the Mariana Islands",earthquake,12.69,1.922,0.126,19,reviewed,us,us
2023-01-13T05:43:10.483Z,-20.5228,-178.1045,479.867,4.5,mb,32,104,2.788,0.61,us,us7000j5uf,2023-01-26T08:53:56.040Z,"Fiji region",earthquake,13.77,5.531,0.111,24,reviewed,us,us
2023-01-13T04:17:23.188Z,-31.5658,-69.1663,36.772,4.5,mb,27,65,0.412,0.54,us,us7000j420,2023-02-03T00:10:19.259Z,"35 km SE of Calingasta, Argentina",earthquake,4.7,5.6,0.18,9,reviewed,us,us
2023-01-13T03:31:35.957Z,34.593,25.241,44.703,4.5,mb,77,83,1.84,0.77,us,us7000j41v,2023-02-03T00:04:49.040Z,"46 km S of Pýrgos, Greece",earthquake,7.62,5.568,0.07,63,reviewed,us,us
2023-01-13T01:19:30.498Z,-0.2267,129.707,10,5,mb,57,57,2.542,0.86,us,us7000j41h,2023-02-02T23:57:47.040Z,"187 km WNW of Sorong, Indonesia",earthquake,7.65,0.971,0.053,114,reviewed,us,us
2023-01-13T00:42:55.220Z,-14.6219,167.3225,155.937,4.6,mb,31,124,0.828,0.68,us,us7000j41c,2023-02-06T04:54:18.040Z,"53 km NNE of Port-Olry, Vanuatu",earthquake,13.39,6.495,0.125,19,reviewed,us,us
2023-01-12T21:48:17.480Z,2.1578,125.9267,9.376,4.7,mb,48,99,1.992,0.67,us,us7000j40q,2023-01-17T06:16:57.040Z,"129 km NE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,7.51,2.396,0.079,48,reviewed,us,us
2023-01-12T20:51:16.261Z,-23.8183,69.6058,10,4.6,mb,47,94,21.534,0.48,us,us7000j5u6,2023-01-25T18:43:43.040Z,"Mid-Indian Ridge",earthquake,12.79,1.863,0.098,31,reviewed,us,us
2023-01-12T20:18:25.216Z,-2.4883,140.6713,10.179,4.9,mb,26,87,0.042,0.34,us,us7000j3zy,2023-01-25T17:05:15.040Z,"7 km NW of Jayapura, Indonesia",earthquake,8.95,4.45,0.076,54,reviewed,us,us
2023-01-12T16:28:51.469Z,-21.8944,179.6975,597.8,5.5,mww,233,23,4.801,0.82,us,us7000j3xh,2023-01-13T17:52:01.436Z,"south of the Fiji Islands",earthquake,9.6,4.112,0.103,9,reviewed,us,us
2023-01-12T14:24:10.019Z,-30.6385,-71.3311,53.204,4.8,mb,37,62,0.264,0.58,us,us7000j3wu,2023-02-05T16:24:45.040Z,"13 km WSW of Ovalle, Chile",earthquake,4.02,3.265,0.105,28,reviewed,us,us
2023-01-12T14:16:22.641Z,-23.3615,-174.8354,10,4.6,mb,20,95,2.208,0.81,us,us7000j5tt,2023-01-20T21:26:53.040Z,"Tonga region",earthquake,8.56,1.847,0.158,12,reviewed,us,us
2023-01-12T14:02:54.893Z,-24.4673,179.2445,525.486,4.5,mb,41,94,5.405,1,us,us7000j3wp,2023-02-05T16:03:55.040Z,"south of the Fiji Islands",earthquake,10.39,8.358,0.06,81,reviewed,us,us
2023-01-12T13:52:11.977Z,-31.1674,-176.9682,10,4.6,mb,17,137,2.07,0.8,us,us7000j5ts,2023-01-20T21:20:28.040Z,"",earthquake,9.92,1.794,0.146,14,reviewed,us,us
2023-01-12T13:14:03.320Z,-18.4369,-69.3604,131.728,4.6,mb,36,57,0.173,1.01,us,us7000j3wh,2023-02-05T15:54:19.040Z,"96 km SE of Palca, Peru",earthquake,5.11,4.121,0.109,25,reviewed,us,us
2023-01-12T12:28:33.653Z,-23.2748,-174.7875,10,5.3,mww,45,87,2.13,1.41,us,us7000j3wd,2023-01-12T12:48:26.040Z,"215 km S of ‘Ohonua, Tonga",earthquake,8.23,1.882,0.093,11,reviewed,us,us
2023-01-12T11:11:55.714Z,-23.2336,-174.7229,10,5.3,mww,33,120,2.102,1.18,us,us7000j3v7,2023-01-12T11:31:44.040Z,"211 km S of ‘Ohonua, Tonga",earthquake,8.73,1.93,0.083,14,reviewed,us,us
2023-01-12T10:47:36.700Z,-5.6298,147.6266,64.333,4.9,mb,39,82,3.779,0.77,us,us7000j3v4,2023-01-13T00:15:37.543Z,"105 km NNW of Finschhafen, Papua New Guinea",earthquake,9.58,7.383,0.062,82,reviewed,us,us
2023-01-12T10:21:50.865Z,-5.6587,147.5835,75.502,5.1,mb,55,107,3.745,0.89,us,us7000j3v2,2023-01-12T10:42:09.040Z,"103 km NNW of Finschhafen, Papua New Guinea",earthquake,11.03,7.668,0.049,136,reviewed,us,us
2023-01-12T08:11:18.270Z,-23.316,-174.9481,10,4.7,mb,49,121,2.149,0.54,us,us7000j3up,2023-02-02T11:25:06.040Z,"219 km S of ‘Ohonua, Tonga",earthquake,3.49,1.873,0.082,51,reviewed,us,us
2023-01-12T06:19:10.052Z,-30.6176,-71.3759,49,5.5,mww,222,69,0.23,0.71,us,us7000j3ty,2023-02-04T07:31:28.266Z,"17 km W of Ovalle, Chile",earthquake,2.94,1.878,0.046,46,reviewed,us,us
2023-01-12T05:38:43.334Z,-55.4413,-127.0283,10,5.1,mb,45,93,34.737,0.55,us,us7000j3tv,2023-02-03T14:00:50.040Z,"Pacific-Antarctic Ridge",earthquake,8.38,1.78,0.086,44,reviewed,us,us
2023-01-12T01:43:35.698Z,-9.9809,159.0549,10,4.6,mb,20,155,1.032,0.53,us,us7000j5t8,2023-01-24T03:13:28.040Z,"Solomon Islands",earthquake,9.31,1.945,0.181,9,reviewed,us,us
2023-01-12T00:33:35.013Z,-59.943,-26.7417,56.356,4.7,mb,38,88,18.205,0.33,us,us7000j5tc,2023-01-31T02:55:36.040Z,"",earthquake,13.58,3.367,0.095,33,reviewed,us,us
2023-01-12T00:13:35.724Z,-14.7053,166.9053,10,4.5,mb,18,106,0.792,1.37,us,us7000j5t6,2023-01-31T02:39:58.040Z,"41 km NNW of Port-Olry, Vanuatu",earthquake,8.95,1.914,0.157,12,reviewed,us,us
2023-01-11T19:59:53.349Z,-17.3933,175.5195,10,4.6,mb,28,81,2.442,0.87,us,us7000j5rr,2023-01-25T15:23:21.040Z,"Fiji region",earthquake,3.68,1.869,0.136,19,reviewed,us,us
2023-01-11T19:55:04.263Z,0.034,123.5123,120.214,4.5,mb,79,45,1.3,0.88,us,us7000j3qy,2023-01-25T14:57:22.040Z,"74 km SE of Gorontalo, Indonesia",earthquake,8.22,2.782,0.066,67,reviewed,us,us
2023-01-11T16:22:18.380Z,-49.6782,-114.4105,10,5,mb,20,91,22.855,0.62,us,us7000j5rl,2023-01-30T05:46:54.040Z,"southern East Pacific Rise",earthquake,9.77,1.859,0.157,13,reviewed,us,us
2023-01-11T16:19:38.252Z,35.3383,141.0673,25.83,4.9,mb,114,114,2.449,0.65,us,us7000j3nl,2023-01-30T05:13:51.720Z,"near the east coast of Honshu, Japan",earthquake,7.63,4.499,0.062,80,reviewed,us,us
2023-01-11T16:17:45.683Z,-49.8496,-114.2216,10,5.8,mww,206,43,26.196,0.52,us,us7000j3nm,2023-01-30T04:57:16.565Z,"southern East Pacific Rise",earthquake,6.88,1.731,0.089,12,reviewed,us,us
2023-01-11T16:07:40.924Z,-29.912,-176.9651,10,4.6,mb,24,169,8.849,0.78,us,us7000j5ri,2023-01-27T06:17:29.040Z,"Kermadec Islands region",earthquake,15.25,1.9,0.141,15,reviewed,us,us
2023-01-11T15:59:16.249Z,-49.4965,-114.5705,10,4.9,mb,31,46,26.722,0.4,us,us7000j5rh,2023-01-27T06:10:44.040Z,"southern East Pacific Rise",earthquake,13.46,1.845,0.117,23,reviewed,us,us
2023-01-11T15:14:33.864Z,-31.4078,-68.808,107.895,4.6,mb,63,42,0.173,0.62,us,us7000j3na,2023-01-26T03:44:04.040Z,"San Juan, Argentina",earthquake,6.41,5.455,0.109,25,reviewed,us,us
2023-01-11T12:58:59.482Z,46.2286,154.7309,10,4.5,mb,33,138,7.15,0.64,us,us7000j3n1,2023-01-26T08:47:49.040Z,"east of the Kuril Islands",earthquake,8.29,1.697,0.135,16,reviewed,us,us
2023-01-11T11:53:27.273Z,-6.7728,131.4171,25.592,5,mb,44,114,1.208,0.75,us,us7000j3mn,2023-01-26T08:39:28.040Z,"194 km SW of Tual, Indonesia",earthquake,6.88,5.553,0.091,38,reviewed,us,us
2023-01-11T11:35:12.846Z,-23.2975,-175.6789,10,4.5,mb,16,159,2.163,0.27,us,us7000j5ry,2023-01-26T07:03:51.040Z,"230 km SSW of ‘Ohonua, Tonga",earthquake,12.13,1.94,0.172,10,reviewed,us,us
2023-01-11T11:34:08.572Z,-23.1878,-175.3489,10,4.7,mb,21,164,2.013,0.89,us,us7000j5re,2023-01-26T06:59:35.040Z,"Tonga region",earthquake,8.1,1.899,0.153,13,reviewed,us,us
2023-01-11T11:30:27.799Z,-23.2118,-175.3039,10,5.6,mww,116,80,2.034,0.61,us,us7000j3mj,2023-01-26T06:47:37.525Z,"Tonga region",earthquake,9.87,1.846,0.075,17,reviewed,us,us
2023-01-11T10:17:18.278Z,43.9642,-128.7292,10,5,mww,77,187,1.989,0.88,us,us7000j3ld,2023-02-05T10:27:31.510Z,"",earthquake,7.51,1.919,0.042,54,reviewed,us,us
2023-01-11T10:15:24.503Z,-16.5558,-74.1721,10,4.5,mb,29,166,4.077,0.97,us,us7000j3lc,2023-01-26T05:58:11.040Z,"70 km WSW of Atico, Peru",earthquake,9.4,1.93,0.156,12,reviewed,us,us
2023-01-11T10:11:01.141Z,43.6777,-128.6231,10,4.5,mb,71,187,2.284,0.67,us,us7000j3l9,2023-01-26T05:55:48.369Z,"off the coast of Oregon",earthquake,3.89,1.917,0.093,34,reviewed,us,us
2023-01-11T09:43:19.602Z,-14.7507,166.9029,15.236,4.5,mb,19,139,0.751,0.94,us,us7000j5r6,2023-01-26T05:45:39.040Z,"37 km NNW of Port-Olry, Vanuatu",earthquake,8.86,2.081,0.156,12,reviewed,us,us
2023-01-11T09:25:52.767Z,-14.9015,166.9215,25.501,4.5,mb,16,133,0.607,1.36,us,us7000j5r5,2023-01-26T05:38:15.040Z,"22 km NW of Port-Olry, Vanuatu",earthquake,8.57,6.63,0.172,10,reviewed,us,us
2023-01-11T08:39:53.573Z,-14.8554,166.7486,10,5.8,mww,60,26,0.734,1.11,us,us7000j3ky,2023-01-12T08:43:20.513Z,"Vanuatu",earthquake,6.52,1.86,0.098,10,reviewed,us,us
2023-01-11T07:59:22.456Z,-2.8734,136.9266,66.772,4.8,mb,50,94,4.672,0.77,us,us7000j3kt,2023-01-11T08:35:40.040Z,"167 km ENE of Nabire, Indonesia",earthquake,4.76,7.301,0.068,68,reviewed,us,us
2023-01-11T07:00:48.085Z,60.1489,-141.0043,11,4.8,mb,,,,0.86,ak,ak023ib2ygy,2023-01-27T02:08:01.673Z,"98 km NW of Yakutat, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-11T05:36:16.090Z,-60.1523,-28.1966,10.537,4.6,mb,17,103,7.403,0.56,us,us7000j3kq,2023-01-17T04:40:59.040Z,"South Sandwich Islands region",earthquake,8.15,5.636,0.141,15,reviewed,us,us
2023-01-11T03:49:31.576Z,-16.304,-174.2223,130.568,4.5,mb,22,58,2.341,0.44,us,us7000j5qv,2023-01-24T00:37:25.040Z,"59 km SW of Hihifo, Tonga",earthquake,5.9,8.503,0.18,9,reviewed,us,us
2023-01-11T01:15:30.162Z,-14.7553,166.7974,10,4.7,mb,39,80,0.792,0.69,us,us7000j5qu,2023-01-23T23:07:38.040Z,"43 km NW of Port-Olry, Vanuatu",earthquake,7.2,1.819,0.147,14,reviewed,us,us
2023-01-10T21:45:14.116Z,-0.9776,10.2588,10,4.6,mb,54,129,4.726,0.39,us,us7000j3i2,2023-01-25T04:48:16.040Z,"Gabon",earthquake,11.59,1.902,0.083,43,reviewed,us,us
2023-01-10T19:47:15.088Z,-27.7125,-63.2417,582.531,5.1,mww,178,19,5.312,0.69,us,us7000j3gz,2023-01-11T19:33:28.040Z,"30 km NE of Suncho Corral, Argentina",earthquake,8.88,5.186,0.098,10,reviewed,us,us
2023-01-10T19:42:02.909Z,54.6782,-156.8589,20,5,mww,,,,0.67,ak,ak023guxpjr,2023-02-04T19:52:18.299Z,"199 km SE of Perryville, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2023-01-10T15:17:04.627Z,-17.3885,-174.378,168.708,4.6,mb,62,51,1.304,0.69,us,us7000j3ej,2023-01-24T20:18:53.040Z,"145 km NNW of Neiafu, Tonga",earthquake,8.69,5.848,0.056,95,reviewed,us,us
2023-01-10T14:08:42.300Z,11.7025,143.1725,10,4.9,mb,56,55,2.501,0.87,us,us7000j3ec,2023-01-24T19:07:48.040Z,"237 km SW of Merizo Village, Guam",earthquake,10.96,1.88,0.074,57,reviewed,us,us
2023-01-10T08:27:45.701Z,12.1672,-88.2306,39.367,4.7,mb,66,157,1.294,1.09,us,us7000j3d2,2023-01-10T08:53:57.040Z,"106 km SW of Jiquilillo, Nicaragua",earthquake,7.05,8.004,0.038,206,reviewed,us,us
2023-01-10T08:21:24.225Z,-10.6927,166.06,172.13,5,mb,62,56,4.855,0.74,us,us7000j3d1,2023-01-10T08:39:44.040Z,"28 km E of Lata, Solomon Islands",earthquake,9.67,7.073,0.039,205,reviewed,us,us
2023-01-10T07:38:31.473Z,39.455,26.2697,10,4.9,mb,68,37,1.439,0.95,us,us7000j3cr,2023-01-10T20:16:11.040Z,"6 km SW of Behram, Turkey",earthquake,5.41,1.875,0.101,31,reviewed,us,us
2023-01-10T05:24:49.026Z,-15.0023,167.2176,113.039,5.7,mww,100,27,0.442,0.62,us,us7000j3cb,2023-01-29T06:15:13.821Z,"16 km ENE of Port-Olry, Vanuatu",earthquake,8.49,4.545,0.073,18,reviewed,us,us
2023-01-10T02:49:33.074Z,-7.0226,129.9937,93.765,4.5,mb,40,97,1.608,0.46,us,us7000j3bv,2023-01-23T04:42:10.040Z,"Kepulauan Babar, Indonesia",earthquake,8.91,6.41,0.101,29,reviewed,us,us
2023-01-10T01:43:03.620Z,26.7458,96.539,57.15,4.6,mb,72,114,7.379,0.68,us,us7000j3bs,2023-01-23T04:32:38.831Z,"Myanmar",earthquake,8.12,5.701,0.084,42,reviewed,us,us
2023-01-09T23:51:03.447Z,-60.2794,-28.2423,10,4.8,mb,54,90,7.485,0.46,us,us7000j3c9,2023-01-17T06:11:25.040Z,"South Sandwich Islands region",earthquake,11.85,1.872,0.08,48,reviewed,us,us
2023-01-09T23:28:57.092Z,29.9764,-42.1407,10,4.7,mb,35,106,15.823,0.6,us,us7000j5h1,2023-02-06T04:27:35.040Z,"",earthquake,8.02,1.901,0.108,26,reviewed,us,us
2023-01-09T22:41:28.087Z,-6.2921,104.8324,57.413,4.8,mb,95,130,2.678,0.62,us,us7000j3as,2023-01-25T04:13:23.627Z,"106 km SSW of Bandar Lampung, Indonesia",earthquake,9.71,6.643,0.063,78,reviewed,us,us
2023-01-09T22:28:44.891Z,-31.1902,-13.3584,10,4.8,mb,24,90,29.401,0.49,us,us7000j5h7,2023-01-25T03:53:19.040Z,"",earthquake,15.18,1.897,0.124,20,reviewed,us,us
2023-01-09T21:40:34.417Z,-17.842,-178.0687,497.676,4.5,mb,82,39,3.515,0.45,us,us7000j3a9,2023-01-25T03:12:46.040Z,"278 km E of Levuka, Fiji",earthquake,11.87,7.657,0.069,61,reviewed,us,us
2023-01-09T21:28:09.512Z,15.9298,41.7705,10,4.9,mb,125,43,4.496,0.64,us,us7000j3a6,2023-01-25T00:12:30.040Z,"93 km SSW of Faras?n, Saudi Arabia",earthquake,9.74,1.823,0.054,108,reviewed,us,us
2023-01-09T21:25:22.106Z,-7.1707,129.7044,77.896,4.5,mb,21,69,1.775,1.14,us,us7000j3af,2023-01-24T23:45:01.040Z,"Kepulauan Babar, Indonesia",earthquake,9.91,9.5,0.135,16,reviewed,us,us
2023-01-09T21:21:54.599Z,-15.5003,166.5448,29.399,5,mb,44,82,5.463,0.77,us,us7000j3a7,2023-01-24T06:27:31.040Z,"Vanuatu",earthquake,11,5.251,0.105,29,reviewed,us,us
2023-01-09T19:36:18.786Z,-15.1927,166.7571,37.476,4.7,mb,44,114,5.825,1.09,us,us7000j5gw,2023-01-24T20:48:44.040Z,"37 km WSW of Port-Olry, Vanuatu",earthquake,10.61,6.585,0.106,27,reviewed,us,us
2023-01-09T18:09:53.934Z,-7.0874,130.0757,107.572,5.4,mb,51,78,1.504,0.83,us,us7000j38c,2023-01-10T18:12:49.291Z,"",earthquake,9.19,5.862,0.089,43,reviewed,us,us
2023-01-09T17:47:35.057Z,-7.0642,130.0039,105.249,7.6,mww,114,21,1.575,0.79,us,us7000j36j,2023-02-03T14:00:19.913Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,6.97,3.241,0.041,58,reviewed,us,us
2023-01-09T17:31:12.500Z,15.9951,41.7008,10,4.7,mb,50,66,4.575,0.77,us,us7000j36e,2023-01-24T17:04:54.040Z,"90 km SSW of Faras?n, Saudi Arabia",earthquake,8.95,1.826,0.093,35,reviewed,us,us
2023-01-09T13:57:57.045Z,-59.2281,-25.5739,35,4.8,mb,48,94,7.775,0.62,us,us7000j34u,2023-01-24T16:14:25.040Z,"South Sandwich Islands region",earthquake,11.66,1.128,0.1,31,reviewed,us,us
2023-01-09T12:26:33.947Z,-8.8299,111.1757,67.859,5.3,mww,79,48,1.117,0.71,us,us7000j34c,2023-01-29T05:58:46.732Z,"101 km SW of Trenggalek, Indonesia",earthquake,6.74,5.742,0.086,13,reviewed,us,us
2023-01-09T11:54:04.013Z,14.7017,145.5814,125.383,4.6,mb,60,69,1.304,0.52,us,us7000j349,2023-01-29T05:38:15.273Z,"29 km S of San Jose Village, Northern Mariana Islands",earthquake,10.17,7.023,0.047,134,reviewed,us,us
2023-01-09T06:24:17.232Z,-5.2463,153.3525,36.269,5.2,mb,79,76,1.582,0.52,us,us7000j32n,2023-01-09T09:02:27.040Z,"156 km SE of Kokopo, Papua New Guinea",earthquake,7.54,6.172,0.057,100,reviewed,us,us
2023-01-09T01:48:00.142Z,-14.9463,166.7685,10,5,mb,61,72,0.651,0.53,us,us7000j31r,2023-01-24T04:49:20.040Z,"Vanuatu",earthquake,3.78,1.864,0.081,49,reviewed,us,us
2023-01-09T01:46:13.087Z,-14.9141,166.9082,30.524,5.2,mb,122,30,0.602,0.56,us,us7000j31q,2023-01-24T04:31:02.040Z,"Vanuatu",earthquake,7.31,3.787,0.06,91,reviewed,us,us
2023-01-09T00:37:38.264Z,-14.9368,166.7335,37.928,4.8,mb,33,111,0.68,0.53,us,us7000j5g2,2023-01-23T03:45:25.040Z,"Vanuatu",earthquake,10.69,7.551,0.128,19,reviewed,us,us
2023-01-08T22:33:21.160Z,37.058,71.3902,117.646,4.6,mb,26,91,2.443,0.7,us,us7000j31e,2023-01-23T02:56:25.040Z,"41 km NNW of Ishqoshim, Tajikistan",earthquake,7.82,9.469,0.192,10,reviewed,us,us
2023-01-08T21:12:18.189Z,-15.0776,166.9387,34.436,4.6,mb,31,55,0.447,0.74,us,us7000j58z,2023-01-23T02:44:26.040Z,"14 km WSW of Port-Olry, Vanuatu",earthquake,8.01,4.235,0.129,18,reviewed,us,us
2023-01-08T19:57:15.995Z,-8.8992,-108.538,10,4.6,mb,18,110,18.146,0.63,us,us7000j58n,2023-01-23T21:57:21.040Z,"central East Pacific Rise",earthquake,13.49,1.877,0.151,13,reviewed,us,us
2023-01-08T18:32:24.317Z,-25.8928,179.8259,492.273,4.6,mb,58,124,8.274,0.9,us,us7000j30q,2023-01-23T19:00:09.040Z,"south of the Fiji Islands",earthquake,13.49,6.978,0.088,39,reviewed,us,us
2023-01-08T18:16:20.124Z,-15.131,166.9092,43.662,4.6,mb,36,153,5.941,0.71,us,us7000j58y,2023-01-23T18:44:40.040Z,"Vanuatu",earthquake,5.95,7.028,0.108,26,reviewed,us,us
2023-01-08T17:15:08.934Z,-15.0976,166.7282,35,5,mb,86,38,5.901,0.82,us,us7000j30e,2023-02-05T16:34:45.040Z,"37 km W of Port-Olry, Vanuatu",earthquake,6.55,1.787,0.073,60,reviewed,us,us
2023-01-08T16:49:21.131Z,-15.1455,166.9063,35,4.9,mb,33,158,5.926,0.94,us,us7000j305,2023-02-05T15:44:47.040Z,"21 km WSW of Port-Olry, Vanuatu",earthquake,5.94,1.881,0.099,32,reviewed,us,us
2023-01-08T15:33:36.613Z,-15.0613,166.6785,35,4.6,mb,22,156,5.916,0.65,us,us7000j2zt,2023-02-05T15:38:28.040Z,"Vanuatu",earthquake,12.54,1.954,0.12,21,reviewed,us,us
2023-01-08T15:06:29.739Z,-15.1966,166.935,35,4.6,mb,16,161,5.892,0.74,us,us7000j58t,2023-01-20T21:10:18.040Z,"22 km SW of Port-Olry, Vanuatu",earthquake,14.62,1.911,0.165,11,reviewed,us,us
2023-01-08T15:03:20.821Z,-15.1089,166.8434,35,4.8,mb,18,130,5.935,0.41,us,us7000j58r,2023-01-20T21:06:10.040Z,"25 km WSW of Port-Olry, Vanuatu",earthquake,10.83,1.941,0.185,9,reviewed,us,us
2023-01-08T14:09:02.278Z,55.9674,162.7364,41.863,4.6,mb,65,68,3.792,0.89,us,us7000j2zp,2023-02-05T15:31:23.040Z,"33 km SSE of Ust’-Kamchatsk Staryy, Russia",earthquake,4.62,6.5,0.056,95,reviewed,us,us
2023-01-08T13:50:08.602Z,-15.1606,166.7106,38.22,4.7,mb,27,86,5.837,0.96,us,us7000j2zj,2023-02-05T15:26:06.040Z,"41 km WSW of Port-Olry, Vanuatu",earthquake,8.46,6.145,0.12,21,reviewed,us,us
2023-01-08T13:24:30.185Z,-15.1056,166.9253,35,4.8,mb,44,63,5.97,0.5,us,us7000j2ze,2023-02-05T15:23:29.040Z,"17 km WSW of Port-Olry, Vanuatu",earthquake,10.34,1.912,0.074,56,reviewed,us,us
2023-01-08T13:14:57.823Z,-15.1061,166.8244,35,4.6,mb,21,148,5.93,1.23,us,us7000j58d,2023-01-20T20:37:04.040Z,"27 km WSW of Port-Olry, Vanuatu",earthquake,10.39,1.815,0.206,7,reviewed,us,us
2023-01-08T13:03:50.697Z,-15.1514,166.7468,35,4.8,mb,33,99,7.452,0.81,us,us7000j58k,2023-01-20T20:31:13.040Z,"37 km WSW of Port-Olry, Vanuatu",earthquake,6.75,1.843,0.103,29,reviewed,us,us
2023-01-08T13:02:32.206Z,-14.9874,166.8291,35,4.8,mb,19,116,6.04,0.71,us,us7000j589,2023-01-20T20:24:16.040Z,"26 km WNW of Port-Olry, Vanuatu",earthquake,11.38,1.855,0.196,10,reviewed,us,us
2023-01-08T12:59:04.071Z,-15.0166,166.6938,28.251,4.7,mb,37,156,5.962,0.47,us,us7000j588,2023-01-27T09:34:12.040Z,"40 km W of Port-Olry, Vanuatu",earthquake,11.32,5.598,0.101,30,reviewed,us,us
2023-01-08T12:49:04.608Z,-15.0854,166.6611,34.645,4.8,mb,31,156,5.887,0.55,us,us7000j587,2023-01-27T09:37:09.613Z,"",earthquake,7.29,5.99,0.103,29,reviewed,us,us
2023-01-08T12:40:23.359Z,-14.968,166.8093,35,4.8,mb,22,112,6.05,0.4,us,us7000j594,2023-01-27T08:49:08.040Z,"29 km WNW of Port-Olry, Vanuatu",earthquake,8.82,1.876,0.155,13,reviewed,us,us
2023-01-08T12:32:42.372Z,-14.9466,166.8794,29,7,mww,116,36,6.096,0.57,us,us7000j2yw,2023-02-03T09:51:37.148Z,"Vanuatu",earthquake,7.64,1.85,0.042,54,reviewed,us,us
2023-01-08T10:22:40.059Z,53.2111,-164.3873,22.163,4.7,mb,90,171,1.239,0.61,us,us7000j2yf,2023-01-29T03:54:10.040Z,"137 km SE of Akutan, Alaska",earthquake,4.21,5.415,0.065,74,reviewed,us,us
2023-01-08T07:56:26.873Z,-8.9426,-108.3893,10,4.5,mb,21,149,38.325,0.56,us,us7000j580,2023-02-01T13:03:21.040Z,"central East Pacific Rise",earthquake,11.87,1.841,0.135,16,reviewed,us,us
2023-01-08T07:44:38.129Z,-9.1062,-108.3352,10,4.7,mb,63,67,19.824,0.4,us,us7000j2xu,2023-02-01T12:44:21.040Z,"central East Pacific Rise",earthquake,13.7,1.907,0.062,78,reviewed,us,us
2023-01-08T06:39:55.644Z,-32.5542,57.135,10,4.8,mb,45,74,11.406,0.39,us,us7000j2x7,2023-02-01T10:49:22.040Z,"Southwest Indian Ridge",earthquake,11.54,1.883,0.081,47,reviewed,us,us
2023-01-08T06:18:08.558Z,-44.6536,167.4129,12.853,4.5,mb,24,83,0.832,0.46,us,us7000j2wz,2023-02-01T10:25:15.972Z,"88 km NNW of Te Anau, New Zealand",earthquake,3.91,3.774,0.172,10,reviewed,us,us
2023-01-08T05:54:06.208Z,9.4204,-85.4716,36.941,4.5,mwr,102,135,0.597,0.66,us,us7000j2wv,2023-02-01T09:37:00.040Z,"51 km S of Sámara, Costa Rica",earthquake,6.78,2.629,0.055,32,reviewed,us,us
2023-01-08T01:16:26.095Z,37.0889,141.4075,42.747,4.6,mb,69,120,2.624,0.64,us,us7000j2vx,2023-02-02T23:25:02.475Z,"46 km E of Iwaki, Japan",earthquake,7.28,6.225,0.05,119,reviewed,us,us
2023-01-08T00:32:41.379Z,36.2404,143.0013,10,4.5,mb,27,204,3.878,0.51,us,us7000j2vs,2023-01-09T00:07:31.040Z,"",earthquake,10.37,1.968,0.14,15,reviewed,us,us
2023-01-07T23:00:34.024Z,7.5823,126.4929,145.576,4.9,mww,65,84,1.04,0.38,us,us7000j2vd,2023-01-08T22:37:01.107Z,"",earthquake,9.47,6.283,0.086,13,reviewed,us,us
2023-01-07T20:59:34.945Z,50.5111,155.2432,142.623,4.6,mb,98,100,3.015,0.72,us,us7000j2ux,2023-01-27T00:17:02.040Z,"65 km WSW of Severo-Kuril’sk, Russia",earthquake,9.26,5.539,0.033,270,reviewed,us,us
2023-01-07T20:23:20.447Z,-4.4409,144.2064,97.74,4.5,mb,42,103,3.985,0.98,us,us7000j2ut,2023-01-26T23:45:40.153Z,"",earthquake,10.15,7.343,0.094,33,reviewed,us,us
2023-01-07T18:51:38.507Z,-21.6189,-179.2861,599.9,4.6,mb,117,43,3.83,0.77,us,us7000j2uk,2023-02-01T23:31:00.040Z,"Fiji region",earthquake,12.03,6.013,0.049,131,reviewed,us,us
2023-01-07T16:40:25.158Z,-3.8126,133.4759,10,4.8,mb,37,88,1.513,0.8,us,us7000j2tu,2023-01-30T15:56:01.040Z,"216 km NNE of Tual, Indonesia",earthquake,4.7,1.849,0.101,30,reviewed,us,us
2023-01-07T16:18:55.214Z,-56.2146,-27.033,62.042,4.9,mb,36,69,5.744,0.68,us,us7000j2tv,2023-01-30T15:50:44.040Z,"South Sandwich Islands region",earthquake,7.25,5.82,0.088,40,reviewed,us,us
2023-01-07T15:30:34.618Z,-16.1583,-174.2306,159.013,5.1,mww,61,31,2.486,0.87,us,us7000j2tk,2023-01-30T15:39:32.040Z,"51 km WSW of Hihifo, Tonga",earthquake,4.54,5.488,0.098,10,reviewed,us,us
2023-01-07T14:42:38.037Z,37.48,141.643,47.681,4.7,mb,38,120,2.904,0.57,us,us7000j2td,2023-01-30T15:23:09.218Z,"56 km E of Namie, Japan",earthquake,8.79,6.991,0.099,31,reviewed,us,us
